FIPS Code,Geography,Year,Program Type,Population
36103,Suffolk County,1998,Intercensal Population Estimate,1390729
36105,Sullivan County,1998,Intercensal Population Estimate,72974
36107,Tioga County,1998,Intercensal Population Estimate,52163
36109,Tompkins County,1998,Intercensal Population Estimate,96036
36111,Ulster County,1998,Intercensal Population Estimate,175085
36113,Warren County,1998,Intercensal Population Estimate,62585
36115,Washington County,1998,Intercensal Population Estimate,60851
36117,Wayne County,1998,Intercensal Population Estimate,93624
36119,Westchester County,1998,Intercensal Population Estimate,911628
36121,Wyoming County,1998,Intercensal Population Estimate,43527
36123,Yates County,1998,Intercensal Population Estimate,24355
36000,New York State,1997,Intercensal Population Estimate,18656546
36001,Albany County,1997,Intercensal Population Estimate,296187
36003,Allegany County,1997,Intercensal Population Estimate,50325
36005,Bronx County,1997,Intercensal Population Estimate,1285683
36007,Broome County,1997,Intercensal Population Estimate,202053
36009,Cattaraugus County,1997,Intercensal Population Estimate,84718
36011,Cayuga County,1997,Intercensal Population Estimate,82693
36013,Chautauqua County,1997,Intercensal Population Estimate,141531
36015,Chemung County,1997,Intercensal Population Estimate,92162
36017,Chenango County,1997,Intercensal Population Estimate,52017
36019,Clinton County,1997,Intercensal Population Estimate,80191
36021,Columbia County,1997,Intercensal Population Estimate,63505
36023,Cortland County,1997,Intercensal Population Estimate,48619
36025,Delaware County,1997,Intercensal Population Estimate,47878
36027,Dutchess County,1997,Intercensal Population Estimate,270935
36029,Erie County,1997,Intercensal Population Estimate,963040
36031,Essex County,1997,Intercensal Population Estimate,38646
36033,Franklin County,1997,Intercensal Population Estimate,49919
36035,Fulton County,1997,Intercensal Population Estimate,55102
36037,Genesee County,1997,Intercensal Population Estimate,61216
36039,Greene County,1997,Intercensal Population Estimate,47346
36041,Hamilton County,1997,Intercensal Population Estimate,5274
36043,Herkimer County,1997,Intercensal Population Estimate,65818
36045,Jefferson County,1997,Intercensal Population Estimate,113055
36047,Kings County,1997,Intercensal Population Estimate,2401148
36049,Lewis County,1997,Intercensal Population Estimate,27251
36051,Livingston County,1997,Intercensal Population Estimate,64217
36053,Madison County,1997,Intercensal Population Estimate,69554
36055,Monroe County,1997,Intercensal Population Estimate,734394
36057,Montgomery County,1997,Intercensal Population Estimate,50798
36059,Nassau County,1997,Intercensal Population Estimate,1318211
36061,New York County,1997,Intercensal Population Estimate,1527384
36063,Niagara County,1997,Intercensal Population Estimate,223135
36065,Oneida County,1997,Intercensal Population Estimate,236863
36067,Onondaga County,1997,Intercensal Population Estimate,462438
36069,Ontario County,1997,Intercensal Population Estimate,99693
36071,Orange County,1997,Intercensal Population Estimate,328860
36073,Orleans County,1997,Intercensal Population Estimate,44172
36075,Oswego County,1997,Intercensal Population Estimate,123237
36077,Otsego County,1997,Intercensal Population Estimate,61371
36079,Putnam County,1997,Intercensal Population Estimate,92139
36081,Queens County,1997,Intercensal Population Estimate,2138503
36083,Rensselaer County,1997,Intercensal Population Estimate,153653
36085,Richmond County,1997,Intercensal Population Estimate,420725
36087,Rockland County,1997,Intercensal Population Estimate,279082
36089,St. Lawrence County,1997,Intercensal Population Estimate,112867
36091,Saratoga County,1997,Intercensal Population Estimate,194757
36093,Schenectady County,1997,Intercensal Population Estimate,148557
36095,Schoharie County,1997,Intercensal Population Estimate,31557
36097,Schuyler County,1997,Intercensal Population Estimate,19023
36099,Seneca County,1997,Intercensal Population Estimate,33362
36101,Steuben County,1997,Intercensal Population Estimate,98907
36103,Suffolk County,1997,Intercensal Population Estimate,1377203
36105,Sullivan County,1997,Intercensal Population Estimate,72712
36107,Tioga County,1997,Intercensal Population Estimate,52160
36109,Tompkins County,1997,Intercensal Population Estimate,96216
36111,Ulster County,1997,Intercensal Population Estimate,174148
36113,Warren County,1997,Intercensal Population Estimate,62460
36115,Washington County,1997,Intercensal Population Estimate,60950
36117,Wayne County,1997,Intercensal Population Estimate,93282
36119,Westchester County,1997,Intercensal Population Estimate,905632
36121,Wyoming County,1997,Intercensal Population Estimate,43767
36123,Yates County,1997,Intercensal Population Estimate,24245
36000,New York State,1996,Intercensal Population Estimate,18588460
36001,Albany County,1996,Intercensal Population Estimate,297680
36003,Allegany County,1996,Intercensal Population Estimate,50869
36005,Bronx County,1996,Intercensal Population Estimate,1272693
36007,Broome County,1996,Intercensal Population Estimate,204415
36009,Cattaraugus County,1996,Intercensal Population Estimate,85284
36011,Cayuga County,1996,Intercensal Population Estimate,82846
36013,Chautauqua County,1996,Intercensal Population Estimate,142476
36015,Chemung County,1996,Intercensal Population Estimate,92972
36017,Chenango County,1996,Intercensal Population Estimate,52297
36019,Clinton County,1996,Intercensal Population Estimate,80440
36021,Columbia County,1996,Intercensal Population Estimate,63625
36023,Cortland County,1996,Intercensal Population Estimate,48726
36025,Delaware County,1996,Intercensal Population Estimate,48342
36027,Dutchess County,1996,Intercensal Population Estimate,268986
36029,Erie County,1996,Intercensal Population Estimate,970375
36031,Essex County,1996,Intercensal Population Estimate,38595
36033,Franklin County,1996,Intercensal Population Estimate,50179
36035,Fulton County,1996,Intercensal Population Estimate,55388
36037,Genesee County,1996,Intercensal Population Estimate,61288
36039,Greene County,1996,Intercensal Population Estimate,47170
36041,Hamilton County,1996,Intercensal Population Estimate,5354
36043,Herkimer County,1996,Intercensal Population Estimate,66454
36045,Jefferson County,1996,Intercensal Population Estimate,114585
36047,Kings County,1996,Intercensal Population Estimate,2383703
36049,Lewis County,1996,Intercensal Population Estimate,27357
36051,Livingston County,1996,Intercensal Population Estimate,64146
36053,Madison County,1996,Intercensal Population Estimate,70151
36055,Monroe County,1996,Intercensal Population Estimate,734257
36057,Montgomery County,1996,Intercensal Population Estimate,51305
36059,Nassau County,1996,Intercensal Population Estimate,1315799
36061,New York County,1996,Intercensal Population Estimate,1521415
36063,Niagara County,1996,Intercensal Population Estimate,223792
36065,Oneida County,1996,Intercensal Population Estimate,239246
36067,Onondaga County,1996,Intercensal Population Estimate,466614
36069,Ontario County,1996,Intercensal Population Estimate,99509
36071,Orange County,1996,Intercensal Population Estimate,326000
36073,Orleans County,1996,Intercensal Population Estimate,44435
36075,Oswego County,1996,Intercensal Population Estimate,123619
36077,Otsego County,1996,Intercensal Population Estimate,61584
36079,Putnam County,1996,Intercensal Population Estimate,90768
36081,Queens County,1996,Intercensal Population Estimate,2105520
36083,Rensselaer County,1996,Intercensal Population Estimate,154928
36085,Richmond County,1996,Intercensal Population Estimate,414481
36087,Rockland County,1996,Intercensal Population Estimate,277714
36089,St. Lawrence County,1996,Intercensal Population Estimate,113888
36091,Saratoga County,1996,Intercensal Population Estimate,193937
36093,Schenectady County,1996,Intercensal Population Estimate,149351
36095,Schoharie County,1996,Intercensal Population Estimate,32111
36097,Schuyler County,1996,Intercensal Population Estimate,19089
36099,Seneca County,1996,Intercensal Population Estimate,33500
36101,Steuben County,1996,Intercensal Population Estimate,99212
36103,Suffolk County,1996,Intercensal Population Estimate,1368366
36105,Sullivan County,1996,Intercensal Population Estimate,72758
36107,Tioga County,1996,Intercensal Population Estimate,52287
36109,Tompkins County,1996,Intercensal Population Estimate,96298
36111,Ulster County,1996,Intercensal Population Estimate,173205
36113,Warren County,1996,Intercensal Population Estimate,62337
36115,Washington County,1996,Intercensal Population Estimate,61278
36117,Wayne County,1996,Intercensal Population Estimate,93128
36119,Westchester County,1996,Intercensal Population Estimate,902174
36121,Wyoming County,1996,Intercensal Population Estimate,43950
36123,Yates County,1996,Intercensal Population Estimate,24209
36000,New York State,1995,Intercensal Population Estimate,18524104
36001,Albany County,1995,Intercensal Population Estimate,299725
36003,Allegany County,1995,Intercensal Population Estimate,51251
36005,Bronx County,1995,Intercensal Population Estimate,1262064
36007,Broome County,1995,Intercensal Population Estimate,207478
36009,Cattaraugus County,1995,Intercensal Population Estimate,85040
36011,Cayuga County,1995,Intercensal Population Estimate,82964
36013,Chautauqua County,1995,Intercensal Population Estimate,142542
36015,Chemung County,1995,Intercensal Population Estimate,93675
36017,Chenango County,1995,Intercensal Population Estimate,52127
36019,Clinton County,1995,Intercensal Population Estimate,82914
36021,Columbia County,1995,Intercensal Population Estimate,63790
36023,Cortland County,1995,Intercensal Population Estimate,49123
36025,Delaware County,1995,Intercensal Population Estimate,48638
36027,Dutchess County,1995,Intercensal Population Estimate,266538
36029,Erie County,1995,Intercensal Population Estimate,973927
36031,Essex County,1995,Intercensal Population Estimate,38262
36033,Franklin County,1995,Intercensal Population Estimate,49965
36035,Fulton County,1995,Intercensal Population Estimate,55217
36037,Genesee County,1995,Intercensal Population Estimate,61105
36039,Greene County,1995,Intercensal Population Estimate,47187
36041,Hamilton County,1995,Intercensal Population Estimate,5245
36043,Herkimer County,1995,Intercensal Population Estimate,66711
36045,Jefferson County,1995,Intercensal Population Estimate,115361
36047,Kings County,1995,Intercensal Population Estimate,2372611
36049,Lewis County,1995,Intercensal Population Estimate,27364
36051,Livingston County,1995,Intercensal Population Estimate,64146
36053,Madison County,1995,Intercensal Population Estimate,70182
36055,Monroe County,1995,Intercensal Population Estimate,733643
36057,Montgomery County,1995,Intercensal Population Estimate,51649
36059,Nassau County,1995,Intercensal Population Estimate,1312950
36061,New York County,1995,Intercensal Population Estimate,1514184
36063,Niagara County,1995,Intercensal Population Estimate,223958
36065,Oneida County,1995,Intercensal Population Estimate,244736
36067,Onondaga County,1995,Intercensal Population Estimate,470235
36069,Ontario County,1995,Intercensal Population Estimate,98816
36071,Orange County,1995,Intercensal Population Estimate,323451
36073,Orleans County,1995,Intercensal Population Estimate,44524
36075,Oswego County,1995,Intercensal Population Estimate,123972
36077,Otsego County,1995,Intercensal Population Estimate,61671
36079,Putnam County,1995,Intercensal Population Estimate,89969
36081,Queens County,1995,Intercensal Population Estimate,2074581
36083,Rensselaer County,1995,Intercensal Population Estimate,154969
36085,Richmond County,1995,Intercensal Population Estimate,409600
36087,Rockland County,1995,Intercensal Population Estimate,276649
36089,St. Lawrence County,1995,Intercensal Population Estimate,114317
36091,Saratoga County,1995,Intercensal Population Estimate,193253
36093,Schenectady County,1995,Intercensal Population Estimate,150355
36095,Schoharie County,1995,Intercensal Population Estimate,32137
36097,Schuyler County,1995,Intercensal Population Estimate,19128
36099,Seneca County,1995,Intercensal Population Estimate,32698
36101,Steuben County,1995,Intercensal Population Estimate,99950
36103,Suffolk County,1995,Intercensal Population Estimate,1361391
36105,Sullivan County,1995,Intercensal Population Estimate,72379
36107,Tioga County,1995,Intercensal Population Estimate,52601
36109,Tompkins County,1995,Intercensal Population Estimate,96870
36111,Ulster County,1995,Intercensal Population Estimate,172362
36113,Warren County,1995,Intercensal Population Estimate,62271
36115,Washington County,1995,Intercensal Population Estimate,61225
36117,Wayne County,1995,Intercensal Population Estimate,92740
36119,Westchester County,1995,Intercensal Population Estimate,897945
36121,Wyoming County,1995,Intercensal Population Estimate,43709
36123,Yates County,1995,Intercensal Population Estimate,24064
36000,New York State,1994,Intercensal Population Estimate,18459470
36001,Albany County,1994,Intercensal Population Estimate,300262
36003,Allegany County,1994,Intercensal Population Estimate,51012
36005,Bronx County,1994,Intercensal Population Estimate,1250789
36007,Broome County,1994,Intercensal Population Estimate,210823
36009,Cattaraugus County,1994,Intercensal Population Estimate,85097
36011,Cayuga County,1994,Intercensal Population Estimate,82933
36013,Chautauqua County,1994,Intercensal Population Estimate,143041
36015,Chemung County,1994,Intercensal Population Estimate,94132
36017,Chenango County,1994,Intercensal Population Estimate,52479
36019,Clinton County,1994,Intercensal Population Estimate,86444
36021,Columbia County,1994,Intercensal Population Estimate,63549
36023,Cortland County,1994,Intercensal Population Estimate,49502
36025,Delaware County,1994,Intercensal Population Estimate,48526
36027,Dutchess County,1994,Intercensal Population Estimate,264860
36029,Erie County,1994,Intercensal Population Estimate,977079
36031,Essex County,1994,Intercensal Population Estimate,38243
36033,Franklin County,1994,Intercensal Population Estimate,49712
36035,Fulton County,1994,Intercensal Population Estimate,55232
36037,Genesee County,1994,Intercensal Population Estimate,61282
36039,Greene County,1994,Intercensal Population Estimate,47000
36041,Hamilton County,1994,Intercensal Population Estimate,5279
36043,Herkimer County,1994,Intercensal Population Estimate,67038
36045,Jefferson County,1994,Intercensal Population Estimate,116932
36047,Kings County,1994,Intercensal Population Estimate,2361668
36049,Lewis County,1994,Intercensal Population Estimate,27319
36051,Livingston County,1994,Intercensal Population Estimate,64015
36053,Madison County,1994,Intercensal Population Estimate,70488
36055,Monroe County,1994,Intercensal Population Estimate,734382
36057,Montgomery County,1994,Intercensal Population Estimate,51752
36059,Nassau County,1994,Intercensal Population Estimate,1308489
36061,New York County,1994,Intercensal Population Estimate,1503909
36063,Niagara County,1994,Intercensal Population Estimate,223400
36065,Oneida County,1994,Intercensal Population Estimate,250964
36067,Onondaga County,1994,Intercensal Population Estimate,472692
36069,Ontario County,1994,Intercensal Population Estimate,98509
36071,Orange County,1994,Intercensal Population Estimate,320744
36073,Orleans County,1994,Intercensal Population Estimate,44345
36075,Oswego County,1994,Intercensal Population Estimate,124319
36077,Otsego County,1994,Intercensal Population Estimate,61916
36079,Putnam County,1994,Intercensal Population Estimate,88964
36081,Queens County,1994,Intercensal Population Estimate,2047884
36083,Rensselaer County,1994,Intercensal Population Estimate,155520
36085,Richmond County,1994,Intercensal Population Estimate,406208
36087,Rockland County,1994,Intercensal Population Estimate,274855
36089,St. Lawrence County,1994,Intercensal Population Estimate,114495
36091,Saratoga County,1994,Intercensal Population Estimate,191966
36093,Schenectady County,1994,Intercensal Population Estimate,150713
36095,Schoharie County,1994,Intercensal Population Estimate,32356
36097,Schuyler County,1994,Intercensal Population Estimate,18973
36099,Seneca County,1994,Intercensal Population Estimate,32702
36101,Steuben County,1994,Intercensal Population Estimate,100634
36103,Suffolk County,1994,Intercensal Population Estimate,1354011
36105,Sullivan County,1994,Intercensal Population Estimate,72152
36107,Tioga County,1994,Intercensal Population Estimate,53259
36109,Tompkins County,1994,Intercensal Population Estimate,96409
36111,Ulster County,1994,Intercensal Population Estimate,172252
36113,Warren County,1994,Intercensal Population Estimate,61923
36115,Washington County,1994,Intercensal Population Estimate,60860
36117,Wayne County,1994,Intercensal Population Estimate,92203
36119,Westchester County,1994,Intercensal Population Estimate,893531
36121,Wyoming County,1994,Intercensal Population Estimate,43521
36123,Yates County,1994,Intercensal Population Estimate,23922
36000,New York State,1993,Intercensal Population Estimate,18374954
36001,Albany County,1993,Intercensal Population Estimate,298592
36003,Allegany County,1993,Intercensal Population Estimate,50807
36005,Bronx County,1993,Intercensal Population Estimate,1238907
36007,Broome County,1993,Intercensal Population Estimate,212756
36009,Cattaraugus County,1993,Intercensal Population Estimate,85523
36011,Cayuga County,1993,Intercensal Population Estimate,82959
36013,Chautauqua County,1993,Intercensal Population Estimate,143131
36015,Chemung County,1993,Intercensal Population Estimate,94711
36017,Chenango County,1993,Intercensal Population Estimate,52552
36019,Clinton County,1993,Intercensal Population Estimate,86420
36021,Columbia County,1993,Intercensal Population Estimate,63428
36023,Cortland County,1993,Intercensal Population Estimate,49584
36025,Delaware County,1993,Intercensal Population Estimate,48387
36027,Dutchess County,1993,Intercensal Population Estimate,265585
36029,Erie County,1993,Intercensal Population Estimate,977751
36031,Essex County,1993,Intercensal Population Estimate,38060
36033,Franklin County,1993,Intercensal Population Estimate,49350
36035,Fulton County,1993,Intercensal Population Estimate,55122
36037,Genesee County,1993,Intercensal Population Estimate,61164
36039,Greene County,1993,Intercensal Population Estimate,46716
36041,Hamilton County,1993,Intercensal Population Estimate,5318
36043,Herkimer County,1993,Intercensal Population Estimate,66926
36045,Jefferson County,1993,Intercensal Population Estimate,114874
36047,Kings County,1993,Intercensal Population Estimate,2347687
36049,Lewis County,1993,Intercensal Population Estimate,27158
36051,Livingston County,1993,Intercensal Population Estimate,63773
36053,Madison County,1993,Intercensal Population Estimate,70585
36055,Monroe County,1993,Intercensal Population Estimate,733968
36057,Montgomery County,1993,Intercensal Population Estimate,51807
36059,Nassau County,1993,Intercensal Population Estimate,1304543
36061,New York County,1993,Intercensal Population Estimate,1493582
36063,Niagara County,1993,Intercensal Population Estimate,222993
36065,Oneida County,1993,Intercensal Population Estimate,252682
36067,Onondaga County,1993,Intercensal Population Estimate,474922
36069,Ontario County,1993,Intercensal Population Estimate,98327
36071,Orange County,1993,Intercensal Population Estimate,318999
36073,Orleans County,1993,Intercensal Population Estimate,43850
36075,Oswego County,1993,Intercensal Population Estimate,124802
36077,Otsego County,1993,Intercensal Population Estimate,61537
36079,Putnam County,1993,Intercensal Population Estimate,87948
36081,Queens County,1993,Intercensal Population Estimate,2023400
36083,Rensselaer County,1993,Intercensal Population Estimate,156232
36085,Richmond County,1993,Intercensal Population Estimate,402590
36087,Rockland County,1993,Intercensal Population Estimate,272523
36089,St. Lawrence County,1993,Intercensal Population Estimate,114867
36091,Saratoga County,1993,Intercensal Population Estimate,189404
36093,Schenectady County,1993,Intercensal Population Estimate,150979
36095,Schoharie County,1993,Intercensal Population Estimate,32605
36097,Schuyler County,1993,Intercensal Population Estimate,18965
36099,Seneca County,1993,Intercensal Population Estimate,32871
36101,Steuben County,1993,Intercensal Population Estimate,100550
36103,Suffolk County,1993,Intercensal Population Estimate,1346667
36105,Sullivan County,1993,Intercensal Population Estimate,72145
36107,Tioga County,1993,Intercensal Population Estimate,53237
36109,Tompkins County,1993,Intercensal Population Estimate,96122
36111,Ulster County,1993,Intercensal Population Estimate,172594
36113,Warren County,1993,Intercensal Population Estimate,61670
36115,Washington County,1993,Intercensal Population Estimate,60902
36117,Wayne County,1993,Intercensal Population Estimate,91779
36119,Westchester County,1993,Intercensal Population Estimate,890061
36121,Wyoming County,1993,Intercensal Population Estimate,43474
36123,Yates County,1993,Intercensal Population Estimate,23531
36000,New York State,1992,Intercensal Population Estimate,18246653
36001,Albany County,1992,Intercensal Population Estimate,296913
36003,Allegany County,1992,Intercensal Population Estimate,50967
36005,Bronx County,1992,Intercensal Population Estimate,1223153
36007,Broome County,1992,Intercensal Population Estimate,213460
36009,Cattaraugus County,1992,Intercensal Population Estimate,85326
36011,Cayuga County,1992,Intercensal Population Estimate,82889
36013,Chautauqua County,1992,Intercensal Population Estimate,142603
36015,Chemung County,1992,Intercensal Population Estimate,94954
36017,Chenango County,1992,Intercensal Population Estimate,52341
36019,Clinton County,1992,Intercensal Population Estimate,85555
36021,Columbia County,1992,Intercensal Population Estimate,63228
36023,Cortland County,1992,Intercensal Population Estimate,49500
36025,Delaware County,1992,Intercensal Population Estimate,48021
36027,Dutchess County,1992,Intercensal Population Estimate,264450
36029,Erie County,1992,Intercensal Population Estimate,976538
36031,Essex County,1992,Intercensal Population Estimate,37619
36033,Franklin County,1992,Intercensal Population Estimate,48702
36035,Fulton County,1992,Intercensal Population Estimate,54814
36037,Genesee County,1992,Intercensal Population Estimate,60856
36039,Greene County,1992,Intercensal Population Estimate,46243
36041,Hamilton County,1992,Intercensal Population Estimate,5366
36043,Herkimer County,1992,Intercensal Population Estimate,66602
36045,Jefferson County,1992,Intercensal Population Estimate,114463
36047,Kings County,1992,Intercensal Population Estimate,2327759
36049,Lewis County,1992,Intercensal Population Estimate,27165
36051,Livingston County,1992,Intercensal Population Estimate,63512
36053,Madison County,1992,Intercensal Population Estimate,70660
36055,Monroe County,1992,Intercensal Population Estimate,729060
36057,Montgomery County,1992,Intercensal Population Estimate,51928
36059,Nassau County,1992,Intercensal Population Estimate,1299575
36061,New York County,1992,Intercensal Population Estimate,1485877
36063,Niagara County,1992,Intercensal Population Estimate,221952
36065,Oneida County,1992,Intercensal Population Estimate,253819
36067,Onondaga County,1992,Intercensal Population Estimate,473971
36069,Ontario County,1992,Intercensal Population Estimate,97623
36071,Orange County,1992,Intercensal Population Estimate,315957
36073,Orleans County,1992,Intercensal Population Estimate,43674
36075,Oswego County,1992,Intercensal Population Estimate,123857
36077,Otsego County,1992,Intercensal Population Estimate,61195
36079,Putnam County,1992,Intercensal Population Estimate,86828
36081,Queens County,1992,Intercensal Population Estimate,1996512
36083,Rensselaer County,1992,Intercensal Population Estimate,156266
36085,Richmond County,1992,Intercensal Population Estimate,395643
36087,Rockland County,1992,Intercensal Population Estimate,269753
36089,St. Lawrence County,1992,Intercensal Population Estimate,114054
36091,Saratoga County,1992,Intercensal Population Estimate,187445
36093,Schenectady County,1992,Intercensal Population Estimate,151002
36095,Schoharie County,1992,Intercensal Population Estimate,32659
36097,Schuyler County,1992,Intercensal Population Estimate,18907
36099,Seneca County,1992,Intercensal Population Estimate,33518
36101,Steuben County,1992,Intercensal Population Estimate,100232
36103,Suffolk County,1992,Intercensal Population Estimate,1336663
36105,Sullivan County,1992,Intercensal Population Estimate,71416
36107,Tioga County,1992,Intercensal Population Estimate,53111
36109,Tompkins County,1992,Intercensal Population Estimate,95685
36111,Ulster County,1992,Intercensal Population Estimate,170872
36113,Warren County,1992,Intercensal Population Estimate,60808
36115,Washington County,1992,Intercensal Population Estimate,60482
36117,Wayne County,1992,Intercensal Population Estimate,90896
36119,Westchester County,1992,Intercensal Population Estimate,885146
36121,Wyoming County,1992,Intercensal Population Estimate,43397
36123,Yates County,1992,Intercensal Population Estimate,23211
36000,New York State,1991,Intercensal Population Estimate,18122510
36001,Albany County,1991,Intercensal Population Estimate,295530
36003,Allegany County,1991,Intercensal Population Estimate,50935
36005,Bronx County,1991,Intercensal Population Estimate,1214835
36007,Broome County,1991,Intercensal Population Estimate,212820
36009,Cattaraugus County,1991,Intercensal Population Estimate,84961
36011,Cayuga County,1991,Intercensal Population Estimate,82880
36013,Chautauqua County,1991,Intercensal Population Estimate,142680
36015,Chemung County,1991,Intercensal Population Estimate,95001
36017,Chenango County,1991,Intercensal Population Estimate,52160
36019,Clinton County,1991,Intercensal Population Estimate,86086
36021,Columbia County,1991,Intercensal Population Estimate,62967
36023,Cortland County,1991,Intercensal Population Estimate,49280
36025,Delaware County,1991,Intercensal Population Estimate,47733
36027,Dutchess County,1991,Intercensal Population Estimate,261952
36029,Erie County,1991,Intercensal Population Estimate,973280
36031,Essex County,1991,Intercensal Population Estimate,37593
36033,Franklin County,1991,Intercensal Population Estimate,47886
36035,Fulton County,1991,Intercensal Population Estimate,54744
36037,Genesee County,1991,Intercensal Population Estimate,60529
36039,Greene County,1991,Intercensal Population Estimate,45298
36041,Hamilton County,1991,Intercensal Population Estimate,5362
36043,Herkimer County,1991,Intercensal Population Estimate,66344
36045,Jefferson County,1991,Intercensal Population Estimate,112911
36047,Kings County,1991,Intercensal Population Estimate,2312518
36049,Lewis County,1991,Intercensal Population Estimate,27043
36051,Livingston County,1991,Intercensal Population Estimate,62631
36053,Madison County,1991,Intercensal Population Estimate,70021
36055,Monroe County,1991,Intercensal Population Estimate,721362
36057,Montgomery County,1991,Intercensal Population Estimate,51896
36059,Nassau County,1991,Intercensal Population Estimate,1293072
36061,New York County,1991,Intercensal Population Estimate,1483644
36063,Niagara County,1991,Intercensal Population Estimate,221712
36065,Oneida County,1991,Intercensal Population Estimate,253064
36067,Onondaga County,1991,Intercensal Population Estimate,472463
36069,Ontario County,1991,Intercensal Population Estimate,96514
36071,Orange County,1991,Intercensal Population Estimate,312038
36073,Orleans County,1991,Intercensal Population Estimate,42432
36075,Oswego County,1991,Intercensal Population Estimate,123134
36077,Otsego County,1991,Intercensal Population Estimate,60729
36079,Putnam County,1991,Intercensal Population Estimate,85488
36081,Queens County,1991,Intercensal Population Estimate,1975556
36083,Rensselaer County,1991,Intercensal Population Estimate,155039
36085,Richmond County,1991,Intercensal Population Estimate,387948
36087,Rockland County,1991,Intercensal Population Estimate,267800
36089,St. Lawrence County,1991,Intercensal Population Estimate,113052
36091,Saratoga County,1991,Intercensal Population Estimate,184633
36093,Schenectady County,1991,Intercensal Population Estimate,150616
36095,Schoharie County,1991,Intercensal Population Estimate,32454
36097,Schuyler County,1991,Intercensal Population Estimate,18820
36099,Seneca County,1991,Intercensal Population Estimate,33768
36101,Steuben County,1991,Intercensal Population Estimate,99835
36103,Suffolk County,1991,Intercensal Population Estimate,1326777
36105,Sullivan County,1991,Intercensal Population Estimate,70347
36107,Tioga County,1991,Intercensal Population Estimate,52812
36109,Tompkins County,1991,Intercensal Population Estimate,95283
36111,Ulster County,1991,Intercensal Population Estimate,168869
36113,Warren County,1991,Intercensal Population Estimate,60166
36115,Washington County,1991,Intercensal Population Estimate,60120
36117,Wayne County,1991,Intercensal Population Estimate,90222
36119,Westchester County,1991,Intercensal Population Estimate,878615
36121,Wyoming County,1991,Intercensal Population Estimate,43163
36123,Yates County,1991,Intercensal Population Estimate,23087
36000,New York State,1990,Census Base Population,17990778
36001,Albany County,1990,Census Base Population,292812
36003,Allegany County,1990,Census Base Population,50470
36005,Bronx County,1990,Census Base Population,1203789
36007,Broome County,1990,Census Base Population,212160
36009,Cattaraugus County,1990,Census Base Population,84234
36011,Cayuga County,1990,Census Base Population,82313
36013,Chautauqua County,1990,Census Base Population,141895
36015,Chemung County,1990,Census Base Population,95195
36017,Chenango County,1990,Census Base Population,51768
36019,Clinton County,1990,Census Base Population,85969
36021,Columbia County,1990,Census Base Population,62982
36023,Cortland County,1990,Census Base Population,48963
36025,Delaware County,1990,Census Base Population,47352
36027,Dutchess County,1990,Census Base Population,259462
36029,Erie County,1990,Census Base Population,968584
36031,Essex County,1990,Census Base Population,37152
36033,Franklin County,1990,Census Base Population,46540
36035,Fulton County,1990,Census Base Population,54191
36037,Genesee County,1990,Census Base Population,60060
36039,Greene County,1990,Census Base Population,44739
36041,Hamilton County,1990,Census Base Population,5279
36043,Herkimer County,1990,Census Base Population,65809
36045,Jefferson County,1990,Census Base Population,110943
36047,Kings County,1990,Census Base Population,2300664
36049,Lewis County,1990,Census Base Population,26796
36051,Livingston County,1990,Census Base Population,62372
36053,Madison County,1990,Census Base Population,69166
36055,Monroe County,1990,Census Base Population,713968
36057,Montgomery County,1990,Census Base Population,51981
36059,Nassau County,1990,Census Base Population,1287873
36061,New York County,1990,Census Base Population,1487536
36063,Niagara County,1990,Census Base Population,220756
36065,Oneida County,1990,Census Base Population,250836
36067,Onondaga County,1990,Census Base Population,468973
36069,Ontario County,1990,Census Base Population,95101
36071,Orange County,1990,Census Base Population,307571
36073,Orleans County,1990,Census Base Population,41846
36075,Oswego County,1990,Census Base Population,121785
36077,Otsego County,1990,Census Base Population,60390
36079,Putnam County,1990,Census Base Population,83941
36081,Queens County,1990,Census Base Population,1951598
36083,Rensselaer County,1990,Census Base Population,154429
36085,Richmond County,1990,Census Base Population,378977
36087,Rockland County,1990,Census Base Population,265475
36089,St. Lawrence County,1990,Census Base Population,111974
36091,Saratoga County,1990,Census Base Population,181276
36093,Schenectady County,1990,Census Base Population,149285
36095,Schoharie County,1990,Census Base Population,31840
36097,Schuyler County,1990,Census Base Population,18662
36099,Seneca County,1990,Census Base Population,33683
36101,Steuben County,1990,Census Base Population,99088
36103,Suffolk County,1990,Census Base Population,1321339
36105,Sullivan County,1990,Census Base Population,69277
36107,Tioga County,1990,Census Base Population,52337
36109,Tompkins County,1990,Census Base Population,94097
36111,Ulster County,1990,Census Base Population,165380
36113,Warren County,1990,Census Base Population,59209
36115,Washington County,1990,Census Base Population,59330
36117,Wayne County,1990,Census Base Population,89123
36119,Westchester County,1990,Census Base Population,874866
36121,Wyoming County,1990,Census Base Population,42507
36123,Yates County,1990,Census Base Population,22810
36000,New York State,1990,Intercensal Population Estimate,18020784
36001,Albany County,1990,Intercensal Population Estimate,292956
36003,Allegany County,1990,Intercensal Population Estimate,50522
36005,Bronx County,1990,Intercensal Population Estimate,1207053
36007,Broome County,1990,Intercensal Population Estimate,212252
36009,Cattaraugus County,1990,Intercensal Population Estimate,84455
36011,Cayuga County,1990,Intercensal Population Estimate,82446
36013,Chautauqua County,1990,Intercensal Population Estimate,142054
36015,Chemung County,1990,Intercensal Population Estimate,95292
